195,195,HAT-P-32 b,2,2.15001,,0,0.83,Mass,1.75,,0,0,0,0,4/26/2018,12
196,196,HAT-P-33 b,2,3.47447,,0,0.92,Mass,1.85,,0,0,0,0,4/26/2018,12
197,197,HAT-P-34 b,2,5.45265,,0.44,7.01,Mass,1.35,,0,0,0,0,4/26/2018,12
198,198,HAT-P-35 b,2,3.64671,,0.03,7.52,Mass,3.55,,0,0,0,0,4/26/2018,12
199,199,HAT-P-36 b,2,1.32735,,0.06,1.53,Mass,1.15,,0,0,0,0,4/26/2018,12
200,200,HAT-P-37 b,2,2.797436,0.0379,0.058,1.169,Mass,1.178,0.89,0,0,0,0,5/14/2014,12
201,201,HAT-P-38 b,2,4.640382,0.0523,0.067,0.267,Mass,0.825,0.59,0,0,0,0,5/14/2014,12
202,202,HAT-P-39 b,2,3.54387,0.0509,0,0.599,Mass,1.571,0.19,0,0,0,0,5/14/2014,12
203,203,HAT-P-4 b,2,3.056536,0.04438,0,0.671,Mass,1.274,0.403,0,0,0,0,5/14/2014,12
204,204,HAT-P-40 b,2,4.45724,,0,0.48,Mass,1.52,,0,0,0,0,4/26/2018,12
205,205,HAT-P-41 b,2,2.69405,,0,1.19,Mass,2.05,,0,0,0,0,4/26/2018,12
206,206,HAT-P-42 b,2,4.641878,0.0575,0,1.044,Mass,1.28,0.61,0,0,0,0,5/14/2014,12
207,207,HAT-P-43 b,2,3.332687,0.0443,0,0.662,Mass,1.281,0.39,0,0,0,0,5/14/2014,12
208,208,HAT-P-44 b,2,4.301219,0.0507,0.044,0.352,Mass,1.242,0.23,0,0,0,0,5/14/2014,12
209,208,HAT-P-44 c,3,872.2,1.752,0.494,4,Msini,,,0,0,0,0,5/14/2014,52
210,210,HAT-P-45 b,2,3.128992,0.0452,0.049,0.892,Mass,1.426,0.38,0,0,0,0,5/14/2014,12
211,211,HAT-P-46 b,2,4.463129,0.0577,0.123,0.493,Mass,1.284,0.28,0,0,0,0,5/14/2014,12
212,212,HAT-P-49 b,2,2.69155,,0,2.2,Mass,1.59,,0,0,0,0,4/26/2018,12
213,213,HAT-P-5 b,2,2.78849,,0,0.98,Mass,1.21,,0,0,0,0,5/24/2018,12
214,214,HAT-P-50 b,2,3.1220109,0.0453,0.115,1.35,Mass,1.288,0.78,0,0,0,0,11/19/2015,12
215,215,HAT-P-51 b,2,4.2180278,0.05069,0.123,0.309,Mass,1.293,0.178,0,0,0,0,11/19/2015,12
216,216,HAT-P-52 b,2,2.7535953,0.03694,0.047,0.818,Mass,1.009,0.98,0,0,0,0,11/19/2015,12
217,217,HAT-P-53 b,2,1.9616241,0.03159,0.134,1.484,Mass,1.318,0.8,0,0,0,0,11/19/2015,12
218,218,HAT-P-54 b,2,3.799847,0.04117,0.074,0.76,Mass,0.944,1.118,0,0,0,0,4/24/2015,12
219,219,HAT-P-55 b,2,3.5852467,0.04604,0.139,0.582,Mass,1.182,0.435,0,0,0,0,6/17/2015,12
220,220,HAT-P-56 b,2,2.79083,,,2.31,Mass,1.51,,0,0,1,0,4/26/2018,12
221,221,HAT-P-57 b,2,2.4653,,0,1.41,Mass,1.74,,0,0,0,0,4/26/2018,12
222,222,HAT-P-6 b,2,3.85298,,0,1.32,Mass,1.48,,0,0,0,0,4/26/2018,12
223,223,HAT-P-65 b,2,2.6054552,0.03951,0.304,0.527,Mass,1.89,0.096,0,0,0,0,9/15/2016,12
224,224,HAT-P-66 b,2,2.972086,0.04363,0.09,0.783,Mass,1.59,0.242,0,0,0,0,9/15/2016,12
225,225,HAT-P-67 b,2,4.8101025,0.06505,0,0.34,Mass,2.085,0.052,0,0,0,0,4/13/2017,12
226,226,HAT-P-7 b,2,2.20474,,0,1.84,Mass,1.51,,0,1,0,1,4/26/2018,12
227,227,HAT-P-8 b,2,3.07634,,0,1.28,Mass,1.4,,0,0,0,0,4/26/2018,12
228,228,HAT-P-9 b,2,3.92289,0.053,0,0.78,Mass,1.4,0.35,0,0,0,0,5/14/2014,12
229,229,HATS-1 b,2,3.446459,0.0444,0.12,1.855,Mass,1.302,1.03,0,0,0,0,5/14/2014,13
230,230,HATS-10 b,2,3.312846,0.04491,0.501,0.526,Mass,0.969,0.7,0,0,0,0,5/21/2015,13
231,231,HATS-11 b,2,3.6191634,,,0.83,Mass,1.487,0.315,0,0,1,0,1/18/2018,13
232,232,HATS-12 b,2,3.1428347,,,2.39,Mass,1.384,1.12,0,0,1,0,1/18/2018,13
233,233,HATS-13 b,2,3.0440499,0.04057,0.181,0.543,Mass,1.212,0.377,0,0,0,0,8/13/2015,13
234,234,HATS-14 b,2,2.7667641,0.03815,0.142,1.071,Mass,1.039,1.191,0,0,0,1,8/13/2015,13
235,235,HATS-15 b,2,1.74748753,0.02712,0.126,2.17,Mass,1.105,1.97,0,0,0,0,6/23/2016,13
236,236,HATS-16 b,2,2.686502,0.03744,0,3.27,Mass,1.3,1.86,0,0,0,0,6/23/2016,13
237,237,HATS-17 b,2,16.254611,0.1308,0.029,1.338,Mass,0.777,3.5,0,0,0,0,9/15/2016,13
238,238,HATS-18 b,2,0.8378434,0.01761,0.166,1.98,Mass,1.337,1.02,0,0,0,0,10/27/2016,34
239,239,HATS-2 b,2,1.354133,0.023,0,1.345,Mass,1.168,1.05,0,0,0,0,5/14/2014,13
240,240,HATS-22 b,2,4.7228124,0.05025,0.079,2.74,Mass,0.953,3.89,0,0,0,0,3/16/2017,13
241,241,HATS-23 b,2,2.1605156,0.03397,0.114,1.47,Mass,1.86,0.29,0,0,0,0,3/16/2017,13
242,242,HATS-24 b,2,1.3484954,0.02547,0.242,2.44,Mass,1.487,0.92,0,0,0,0,3/16/2017,13
243,243,HATS-25 b,2,4.2986432,0.05163,0.176,0.613,Mass,1.26,0.38,0,0,0,0,6/9/2016,13
244,244,HATS-26 b,2,3.3023881,0.04735,0.245,0.65,Mass,1.75,0.153,0,0,0,0,6/9/2016,13
245,245,HATS-27 b,2,4.637038,0.0611,0.581,0.53,Mass,1.5,0.18,0,0,0,0,6/9/2016,13
246,246,HATS-28 b,2,3.1810781,0.04131,0.202,0.672,Mass,1.194,0.48,0,0,0,0,6/9/2016,13
247,247,HATS-29 b,2,4.6058749,0.05475,0.158,0.653,Mass,1.251,0.411,0,0,0,0,6/9/2016,13
248,248,HATS-3 b,2,3.54785,,0,0.55,Mass,0.99,,0,0,0,0,4/26/2018,13
