1,Transit Timing Variations
2,Transit
3,Radial Velocity
4,Pulsation Timing Variations
5,Pulsar Timing
6,Orbital Brightness Modulation
7,Microlensing
8,Imaging
9,Eclipse Timing Variations
10,Astrometry
